date,pm10,so2,co,o3,no2,max,tempmax,tempmin,temp,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,cloudcover,uvindex,solarenergy,next_day_aqi,aqi_category,month,day_of_week,dayofweek,is_weekend
2017-03-14,71.0,34.0,33.0,74.0,25.0,74.0,33.11,25.0,29.28,32.44,73.2,69.5,0.079,4.17,17.2,236.4,59.8,8,21.2,61.0,Moderate,3,1,1,False
2017-03-15,61.0,33.0,34.0,40.0,17.0,61.0,33.61,26.0,28.72,31.17,72.7,70.8,0.0,0.0,20.8,251.2,55.4,9,20.7,136.0,Unhealthy,3,2,2,False
2017-03-16,51.0,34.0,31.0,136.0,12.0,136.0,31.61,24.0,28.22,31.56,74.7,77.4,0.0,0.0,9.2,253.9,46.9,9,23.1,99.0,Moderate,3,3,3,False
2017-03-17,94.0,38.0,40.0,99.0,24.0,99.0,31.39,25.0,27.89,31.5,75.7,81.2,0.001,4.17,10.4,195.5,54.6,9,21.9,64.0,Moderate,3,4,4,False
2017-03-18,55.0,32.0,51.0,64.0,23.0,64.0,29.83,24.61,26.83,28.67,74.6,83.1,0.69,20.83,12.1,239.6,72.4,8,12.8,84.0,Moderate,3,5,5,True
2017-03-19,51.0,32.0,46.0,84.0,20.0,84.0,32.72,24.28,27.61,29.67,74.0,78.6,0.021,4.17,13.7,266.5,61.4,5,10.5,48.0,Good,3,6,6,True
2017-03-20,35.0,31.0,17.0,48.0,7.0,48.0,30.39,24.61,26.72,28.56,74.8,84.1,0.565,16.67,10.7,260.4,57.4,7,15.6,51.0,Moderate,3,0,0,False
2017-03-21,51.0,31.0,23.0,40.0,12.0,51.0,31.0,24.0,27.39,30.33,75.8,84.3,0.16,4.17,10.3,329.8,60.0,9,19.3,53.0,Moderate,3,1,1,False
2017-03-22,47.0,40.0,40.0,53.0,23.0,53.0,30.72,24.28,27.28,30.28,76.2,85.7,0.353,8.33,10.2,300.3,67.3,7,16.0,65.0,Moderate,3,2,2,False
2017-03-23,56.0,42.0,46.0,65.0,24.0,65.0,28.89,23.61,26.06,27.22,75.1,88.8,0.948,16.67,5.8,177.4,61.3,9,20.4,125.0,Unhealthy,3,3,3,False
2017-03-24,88.0,50.0,93.0,125.0,19.0,125.0,32.39,23.28,28.17,31.61,75.6,80.5,0.0,0.0,8.0,330.3,43.7,8,20.5,73.0,Moderate,3,4,4,False
2017-03-25,66.0,43.0,39.0,73.0,15.0,73.0,30.61,25.61,28.0,32.5,77.3,85.0,0.004,4.17,6.9,309.6,56.1,9,21.3,66.0,Moderate,3,5,5,True
2017-03-26,66.0,54.0,61.0,54.0,11.0,66.0,32.06,25.0,27.83,30.94,76.5,84.1,0.689,12.5,17.2,291.6,58.9,8,18.7,83.0,Moderate,3,6,6,True
2017-03-27,52.0,47.0,39.0,83.0,20.0,83.0,32.72,24.0,27.72,30.28,74.5,79.7,0.033,4.17,8.7,269.1,59.1,9,22.7,85.0,Moderate,3,0,0,False
2017-03-28,72.0,47.0,68.0,85.0,16.0,85.0,33.0,24.0,27.67,30.22,75.3,82.0,0.888,4.17,9.8,289.9,51.5,9,21.4,77.0,Moderate,3,1,1,False
2017-03-29,57.0,50.0,53.0,77.0,11.0,77.0,33.56,24.28,27.94,30.67,75.0,80.0,0.0,0.0,10.7,246.0,48.3,8,21.5,48.0,Good,3,2,2,False
2017-03-30,45.0,45.0,32.0,48.0,17.0,48.0,32.0,25.0,28.22,31.0,74.1,76.0,0.01,8.33,16.1,267.6,44.7,9,21.4,38.0,Good,3,3,3,False
2017-03-31,31.0,38.0,26.0,34.0,8.0,38.0,29.33,25.0,27.0,29.39,75.7,85.3,0.38,4.17,10.3,268.4,61.5,7,15.1,110.0,Unhealthy,3,4,4,False
2017-04-01,48.0,43.0,28.0,110.0,10.0,110.0,32.17,24.0,27.33,29.5,75.5,83.8,1.893,8.33,13.9,267.4,62.4,7,16.9,96.0,Moderate,4,5,5,True
2017-04-02,51.0,39.0,45.0,96.0,16.0,96.0,32.61,24.0,27.22,29.72,76.4,86.9,0.541,16.67,11.4,272.6,68.2,6,14.0,61.0,Moderate,4,6,6,True
2017-04-03,37.0,41.0,37.0,61.0,24.0,61.0,31.72,25.0,27.17,28.78,75.7,85.1,0.011,8.33,12.8,264.2,57.0,9,21.0,150.0,Unhealthy,4,0,0,False
2017-04-04,47.0,32.0,41.0,150.0,19.0,150.0,32.0,25.0,27.39,29.33,75.1,82.7,0.0,0.0,9.6,262.0,48.6,8,19.0,53.0,Moderate,4,1,1,False
2017-04-05,53.0,33.0,38.0,51.0,15.0,53.0,32.67,24.28,28.0,30.39,74.4,78.0,0.0,0.0,16.1,260.9,45.3,9,19.9,33.0,Good,4,2,2,False
2017-04-06,33.0,33.0,26.0,28.0,6.0,33.0,32.39,25.0,28.0,30.28,74.1,77.3,0.0,0.0,20.8,272.2,49.2,6,12.7,57.0,Moderate,4,3,3,False
2017-04-07,40.0,33.0,17.0,57.0,14.0,57.0,31.67,25.0,27.72,30.06,74.3,78.7,0.0,0.0,13.1,265.9,55.1,8,18.7,38.0,Good,4,4,4,False
2017-04-08,23.0,32.0,17.0,38.0,6.0,38.0,30.17,24.72,27.44,30.11,74.6,80.6,0.309,8.33,15.4,255.8,54.4,3,9.3,33.0,Good,4,5,5,True
2017-04-09,30.0,33.0,21.0,31.0,13.0,33.0,33.11,25.28,28.89,32.39,74.3,73.6,0.115,8.33,13.9,259.2,49.4,8,18.6,113.0,Unhealthy,4,6,6,True
2017-04-10,65.0,35.0,42.0,113.0,21.0,113.0,34.39,25.28,28.83,32.39,75.1,76.5,0.693,8.33,16.0,209.7,54.0,9,20.2,132.0,Unhealthy,4,0,0,False
2017-04-11,66.0,36.0,23.0,132.0,29.0,132.0,32.0,25.28,27.94,30.72,76.4,83.1,0.807,8.33,10.7,298.8,64.3,8,18.7,110.0,Unhealthy,4,1,1,False
2017-04-12,52.0,34.0,26.0,110.0,17.0,110.0,32.0,24.61,28.22,31.11,75.3,79.3,0.079,12.5,8.0,269.3,57.5,8,17.2,108.0,Unhealthy,4,2,2,False
2017-04-13,56.0,34.0,47.0,108.0,14.0,108.0,31.11,25.28,28.33,32.0,76.3,81.1,0.001,4.17,9.0,341.7,61.4,9,19.4,81.0,Moderate,4,3,3,False
2017-04-14,55.0,34.0,33.0,81.0,21.0,81.0,31.11,26.0,28.44,32.44,76.2,80.0,0.0,0.0,11.1,46.8,50.2,7,16.1,82.0,Moderate,4,4,4,False
2017-04-15,71.0,37.0,36.0,82.0,11.0,82.0,32.0,25.28,28.33,31.67,75.8,80.1,0.036,8.33,8.1,357.8,51.9,8,19.0,91.0,Moderate,4,5,5,True
2017-04-16,73.0,34.0,53.0,91.0,26.0,91.0,30.83,26.0,28.17,31.78,75.6,79.7,0.0,0.0,8.5,319.2,55.6,8,19.5,92.0,Moderate,4,6,6,True
2017-04-17,83.0,54.0,56.0,92.0,15.0,92.0,32.72,25.0,28.61,32.56,76.3,79.9,0.0,0.0,10.4,331.1,49.9,8,21.0,113.0,Unhealthy,4,0,0,False
2017-04-18,84.0,35.0,62.0,113.0,22.0,113.0,32.0,26.0,28.44,32.22,76.3,80.4,0.001,4.17,8.0,305.5,51.3,8,21.4,139.0,Unhealthy,4,1,1,False
2017-04-19,73.0,38.0,60.0,139.0,16.0,139.0,32.22,24.28,27.44,29.39,75.3,82.8,0.305,8.33,9.5,242.8,44.1,9,18.8,140.0,Unhealthy,4,2,2,False
2017-04-20,65.0,45.0,57.0,140.0,20.0,140.0,33.33,24.61,28.78,32.5,75.8,78.2,0.003,4.17,13.9,78.0,47.5,8,20.2,127.0,Unhealthy,4,3,3,False
2017-04-21,63.0,36.0,38.0,127.0,14.0,127.0,32.06,26.0,28.89,33.5,76.8,79.7,0.039,8.33,6.9,196.4,48.2,8,18.3,88.0,Moderate,4,4,4,False
2017-04-22,71.0,34.0,57.0,88.0,20.0,88.0,31.17,25.0,27.89,31.39,77.1,85.4,0.265,12.5,11.4,261.7,58.7,7,17.2,123.0,Unhealthy,4,5,5,True
2017-04-23,55.0,35.0,61.0,123.0,15.0,123.0,32.33,25.0,28.22,32.17,76.6,82.6,0.004,4.17,12.8,284.7,54.7,7,18.0,95.0,Moderate,4,6,6,True
2017-04-24,70.0,36.0,39.0,95.0,19.0,95.0,32.67,26.0,28.94,33.78,77.3,80.7,0.02,8.33,18.3,73.1,52.1,8,18.6,93.0,Moderate,4,0,0,False
2017-04-25,93.0,38.0,70.0,82.0,18.0,93.0,33.78,26.0,29.11,33.61,77.0,79.8,0.0,0.0,12.8,77.4,39.1,8,21.0,57.0,Moderate,4,1,1,False
2017-04-26,57.0,34.0,18.0,57.0,11.0,57.0,31.0,25.0,27.33,30.11,76.6,86.4,0.01,8.33,21.9,182.7,63.5,7,15.9,82.0,Moderate,4,2,2,False
2017-04-27,66.0,34.0,35.0,82.0,25.0,82.0,31.33,25.06,27.94,30.67,75.5,81.0,0.745,12.5,11.4,258.3,62.7,8,20.0,88.0,Moderate,4,3,3,False
2017-04-28,56.0,35.0,28.0,88.0,24.0,88.0,33.06,25.0,28.06,30.61,74.1,76.9,0.0,0.0,18.3,249.5,42.6,7,15.2,54.0,Moderate,4,4,4,False
2017-04-29,54.0,40.0,17.0,48.0,14.0,54.0,34.0,26.0,29.33,32.56,73.1,69.0,0.0,0.0,10.3,250.8,42.2,9,20.5,139.0,Unhealthy,4,5,5,True
2017-04-30,63.0,43.0,18.0,139.0,14.0,139.0,32.61,25.0,29.0,32.61,74.4,73.2,0.002,4.17,10.1,207.0,46.4,8,19.0,104.0,Unhealthy,4,6,6,True
2017-05-01,68.0,43.0,20.0,104.0,17.0,104.0,33.0,25.0,28.67,32.44,75.8,78.2,1.222,8.33,15.0,99.1,50.0,9,21.3,85.0,Moderate,5,0,0,False
2017-05-02,62.0,39.0,27.0,85.0,31.0,85.0,32.06,26.0,27.89,30.89,76.4,83.5,0.159,12.5,8.1,211.3,55.8,8,17.9,112.0,Unhealthy,5,1,1,False
2017-05-03,62.0,41.0,34.0,112.0,18.0,112.0,32.39,25.0,28.61,32.61,76.4,80.0,1.749,12.5,9.2,262.5,57.2,8,19.9,96.0,Moderate,5,2,2,False
2017-05-04,55.0,42.0,22.0,96.0,23.0,96.0,33.33,25.0,28.11,31.44,76.0,81.2,0.001,4.17,12.5,96.5,50.0,7,17.5,94.0,Moderate,5,3,3,False
2017-05-05,56.0,42.0,23.0,94.0,16.0,94.0,32.61,25.0,27.83,30.5,75.9,82.8,0.161,8.33,13.1,123.9,50.9,7,15.4,71.0,Moderate,5,4,4,False
2017-05-06,56.0,48.0,22.0,71.0,20.0,71.0,31.0,24.28,27.39,30.06,76.1,84.9,0.246,20.83,9.5,62.9,55.7,8,17.5,74.0,Moderate,5,5,5,True
2017-05-07,53.0,40.0,26.0,74.0,15.0,74.0,31.61,24.28,27.56,30.06,76.2,84.8,0.001,4.17,11.3,119.9,58.8,8,16.4,83.0,Moderate,5,6,6,True
2017-05-08,55.0,41.0,27.0,83.0,20.0,83.0,32.33,24.0,27.72,30.28,75.3,81.7,0.007,4.17,10.7,127.4,50.4,7,17.2,77.0,Moderate,5,0,0,False
2017-05-09,69.0,42.0,30.0,77.0,20.0,77.0,32.61,24.28,28.39,32.17,75.9,79.9,0.0,0.0,12.5,93.3,47.3,8,19.4,80.0,Moderate,5,1,1,False
2017-05-10,80.0,41.0,28.0,61.0,17.0,80.0,30.06,26.0,27.72,30.61,75.3,81.2,0.0,0.0,11.4,132.3,49.3,7,15.7,125.0,Unhealthy,5,2,2,False
2017-05-11,82.0,44.0,50.0,125.0,20.0,125.0,31.72,24.0,28.0,30.89,74.7,78.9,0.001,4.17,8.5,307.7,50.7,7,17.2,117.0,Unhealthy,5,3,3,False
2017-05-12,87.0,42.0,50.0,117.0,19.0,117.0,32.72,25.0,28.78,32.44,75.4,76.9,0.0,0.0,9.6,59.6,48.1,9,20.8,105.0,Unhealthy,5,4,4,False
2017-05-13,70.0,42.0,39.0,105.0,14.0,105.0,37.22,25.0,29.5,33.67,75.8,75.6,0.008,4.17,9.3,47.0,55.1,8,20.3,92.0,Moderate,5,5,5,True
2017-05-14,71.0,41.0,38.0,92.0,22.0,92.0,32.72,25.0,29.06,33.0,75.4,75.9,0.129,12.5,9.0,332.8,62.0,8,19.0,115.0,Unhealthy,5,6,6,True
2017-05-15,85.0,46.0,41.0,115.0,16.0,115.0,34.28,25.61,29.78,34.72,75.3,72.6,0.0,0.0,11.4,76.4,44.2,9,21.0,108.0,Unhealthy,5,0,0,False
2017-05-16,88.0,44.0,41.0,108.0,15.0,108.0,33.39,26.28,29.67,34.78,76.6,76.0,0.0,0.0,8.8,340.5,47.3,8,20.6,102.0,Unhealthy,5,1,1,False
2017-05-17,102.0,44.0,46.0,93.0,19.0,102.0,33.39,26.61,29.72,35.33,77.2,77.3,0.0,0.0,10.3,66.0,51.5,8,20.4,124.0,Unhealthy,5,2,2,False
2017-05-18,76.0,42.0,37.0,124.0,13.0,124.0,33.0,26.28,29.72,34.78,76.2,74.5,0.0,0.0,9.7,110.9,49.0,8,20.3,126.0,Unhealthy,5,3,3,False
2017-05-19,97.0,44.0,61.0,126.0,18.0,126.0,33.39,26.28,29.72,34.56,76.0,74.6,0.0,0.0,8.8,73.3,48.7,8,20.3,111.0,Unhealthy,5,4,4,False
2017-05-20,91.0,44.0,49.0,111.0,17.0,111.0,32.17,26.0,29.39,34.56,76.4,76.3,0.0,0.0,6.9,13.3,43.5,8,19.3,89.0,Moderate,5,5,5,True
2017-05-21,80.0,46.0,33.0,89.0,15.0,89.0,32.83,27.0,29.44,34.5,75.8,74.3,0.019,4.17,11.1,317.8,60.1,7,17.4,98.0,Moderate,5,6,6,True
2017-05-22,65.0,45.0,36.0,98.0,13.0,98.0,33.0,26.28,29.39,33.61,75.1,73.5,1.177,4.17,10.3,71.9,45.8,8,19.9,109.0,Unhealthy,5,0,0,False
2017-05-23,70.0,44.0,36.0,109.0,16.0,109.0,33.39,25.61,29.5,34.28,75.6,74.2,0.0,0.0,8.8,68.1,42.9,8,20.7,102.0,Unhealthy,5,1,1,False
2017-05-24,82.0,44.0,40.0,102.0,16.0,102.0,33.0,25.61,29.5,33.89,75.2,73.2,0.0,0.0,11.8,91.8,41.8,8,19.4,95.0,Moderate,5,2,2,False
2017-05-25,95.0,44.0,38.0,91.0,17.0,95.0,33.0,26.0,29.39,32.78,73.3,69.3,0.0,0.0,13.9,80.2,47.0,8,20.0,151.0,Unhealthy,5,3,3,False
2017-05-26,83.0,45.0,46.0,151.0,14.0,151.0,33.72,24.28,29.17,32.5,73.7,71.2,0.0,0.0,7.7,326.7,41.3,9,22.0,164.0,Unhealthy,5,4,4,False
2017-05-27,107.0,46.0,44.0,164.0,18.0,164.0,32.72,27.0,29.72,34.61,75.5,72.8,0.0,0.0,12.8,64.9,43.2,8,19.9,79.0,Moderate,5,5,5,True
2017-05-28,63.0,46.0,33.0,79.0,13.0,79.0,31.72,26.0,28.78,33.06,75.9,77.9,0.04,4.17,10.7,73.7,54.4,6,13.0,63.0,Moderate,5,6,6,True
2017-05-29,63.0,43.0,34.0,62.0,10.0,63.0,28.28,25.0,26.72,28.33,75.9,87.7,0.353,12.5,11.4,108.6,67.6,3,5.8,62.0,Moderate,5,0,0,False
2017-05-30,62.0,48.0,40.0,52.0,15.0,62.0,31.72,24.28,28.22,32.11,76.3,81.4,0.001,4.17,15.7,90.7,50.4,8,18.6,56.0,Moderate,5,1,1,False
2017-05-31,56.0,45.0,31.0,56.0,15.0,56.0,34.0,26.28,29.56,34.67,76.5,75.9,0.007,8.33,13.4,90.4,50.2,6,15.5,41.0,Good,5,2,2,False
2017-06-01,41.0,41.0,29.0,37.0,11.0,41.0,30.61,25.0,27.72,30.28,73.5,76.2,0.0,0.0,13.9,248.0,61.7,7,10.6,79.0,Moderate,6,3,3,False
2017-06-02,61.0,43.0,43.0,79.0,15.0,79.0,31.28,24.61,28.22,31.94,75.8,80.0,0.0,0.0,9.6,77.2,52.4,3,6.4,105.0,Unhealthy,6,4,4,False
2017-06-03,81.0,45.0,43.0,105.0,11.0,105.0,32.72,26.0,28.83,33.06,75.9,77.6,0.0,0.0,10.0,76.3,52.7,7,17.2,95.0,Moderate,6,5,5,True
2017-06-04,80.0,47.0,41.0,95.0,17.0,95.0,32.72,25.28,28.78,32.67,75.5,76.9,0.0,0.0,14.5,55.9,45.5,8,18.5,98.0,Moderate,6,6,6,True
2017-06-05,82.0,50.0,45.0,98.0,17.0,98.0,31.72,25.28,28.61,32.78,75.9,78.6,0.0,0.0,8.2,345.0,54.1,8,18.4,84.0,Moderate,6,0,0,False
2017-06-06,53.0,44.0,37.0,84.0,15.0,84.0,32.17,24.28,28.33,31.44,75.4,79.1,0.934,8.33,10.3,115.5,58.5,8,19.0,95.0,Moderate,6,1,1,False
2017-06-07,60.0,48.0,36.0,95.0,14.0,95.0,33.11,25.61,29.11,33.33,75.4,75.4,0.0,0.0,12.5,93.6,47.7,8,19.6,68.0,Moderate,6,2,2,False
2017-06-08,68.0,49.0,32.0,59.0,16.0,68.0,33.11,24.89,29.22,33.11,75.1,74.5,0.0,0.0,16.1,98.4,33.6,8,20.1,75.0,Moderate,6,3,3,False
2017-06-09,69.0,47.0,32.0,75.0,16.0,75.0,34.0,23.72,29.17,33.44,75.7,76.3,0.0,0.0,11.1,95.3,38.8,8,21.1,86.0,Moderate,6,4,4,False
2017-06-10,73.0,46.0,38.0,86.0,16.0,86.0,33.39,25.28,29.44,34.33,76.1,75.6,0.0,0.0,11.1,52.8,48.4,8,19.0,104.0,Unhealthy,6,5,5,True
2017-06-11,104.0,46.0,41.0,78.0,16.0,104.0,31.28,26.0,28.89,33.67,76.5,78.7,0.721,4.17,9.2,356.9,62.1,7,17.7,79.0,Moderate,6,6,6,True
2017-06-12,67.0,47.0,33.0,79.0,14.0,79.0,33.11,25.28,29.17,33.22,75.8,76.7,0.002,4.17,11.7,93.1,52.6,8,18.9,90.0,Moderate,6,0,0,False
2017-06-13,84.0,46.0,46.0,90.0,17.0,90.0,33.06,23.0,28.44,32.39,75.3,78.3,1.268,8.33,18.3,132.7,53.5,8,17.2,96.0,Moderate,6,1,1,False
2017-06-14,55.0,44.0,34.0,96.0,19.0,96.0,31.72,23.72,27.61,30.94,75.2,81.5,0.024,4.17,9.2,54.8,53.2,8,18.7,74.0,Moderate,6,2,2,False
2017-06-15,74.0,47.0,35.0,72.0,14.0,74.0,32.0,25.0,28.61,32.72,76.2,79.5,0.006,4.17,13.9,69.8,52.5,7,16.4,74.0,Moderate,6,3,3,False
2017-06-16,74.0,47.0,38.0,46.0,15.0,74.0,33.33,24.0,28.67,32.33,76.1,79.4,0.182,8.33,17.5,91.2,46.2,7,16.6,85.0,Moderate,6,4,4,False
2017-06-17,67.0,48.0,31.0,85.0,16.0,85.0,33.78,24.61,29.0,33.28,75.5,76.3,0.001,4.17,12.4,95.8,42.6,8,19.2,93.0,Moderate,6,5,5,True
2017-06-18,55.0,44.0,38.0,93.0,14.0,93.0,32.72,24.61,28.67,31.94,74.8,76.1,0.002,4.17,11.1,293.9,53.3,8,18.7,120.0,Unhealthy,6,6,6,True
2017-06-19,65.0,47.0,35.0,120.0,15.0,120.0,32.17,26.0,28.83,31.33,71.9,68.4,0.001,4.17,10.0,141.1,58.3,8,20.3,140.0,Unhealthy,6,0,0,False
2017-06-20,66.0,49.0,37.0,140.0,14.0,140.0,33.5,24.61,28.89,31.39,72.0,68.5,0.0,0.0,10.6,88.1,42.7,8,19.9,83.0,Moderate,6,1,1,False
2017-06-21,78.0,48.0,51.0,83.0,15.0,83.0,33.28,24.28,28.78,31.78,73.5,72.3,0.004,4.17,9.2,102.4,44.6,6,14.7,91.0,Moderate,6,2,2,False
2017-06-22,91.0,48.0,73.0,71.0,22.0,91.0,30.11,26.0,27.83,31.11,75.1,79.9,0.0,0.0,11.4,85.0,61.5,7,14.1,109.0,Unhealthy,6,3,3,False
2017-06-23,109.0,46.0,47.0,70.0,17.0,109.0,31.06,25.28,27.72,30.78,75.3,81.2,0.0,0.0,13.7,87.6,53.4,4,10.3,60.0,Moderate,6,4,4,False
2017-06-24,60.0,46.0,33.0,48.0,9.0,60.0,28.72,25.0,26.83,28.44,75.2,84.8,0.004,4.17,13.1,85.4,64.4,4,8.4,66.0,Moderate,6,5,5,True
2017-06-25,66.0,47.0,56.0,49.0,10.0,66.0,32.94,24.0,28.11,30.94,74.3,77.5,0.002,4.17,18.3,95.0,45.2,6,14.7,44.0,Good,6,6,6,True
2017-06-26,23.0,44.0,26.0,43.0,4.0,44.0,31.06,24.28,27.44,30.33,75.4,82.6,0.13,8.33,17.2,89.7,59.2,6,13.4,51.0,Moderate,6,0,0,False
2017-06-27,20.0,44.0,24.0,51.0,5.0,51.0,32.0,23.28,27.39,29.61,74.0,80.2,0.473,8.33,10.4,123.6,56.1,7,17.7,68.0,Moderate,6,1,1,False
2017-06-28,57.0,44.0,53.0,68.0,14.0,68.0,32.39,24.56,28.28,31.67,75.5,79.1,0.001,4.17,11.4,87.0,43.6,8,19.0,73.0,Moderate,6,2,2,False
2017-06-29,42.0,44.0,30.0,73.0,10.0,73.0,32.39,24.61,28.5,31.5,74.6,76.3,0.0,0.0,9.2,47.1,51.1,8,17.9,63.0,Moderate,6,3,3,False
2017-06-30,29.0,44.0,25.0,63.0,6.0,63.0,30.11,24.11,26.28,27.56,75.4,88.6,2.939,29.17,13.5,209.4,63.3,5,12.4,69.0,Moderate,6,4,4,False
2017-07-01,41.0,44.0,42.0,69.0,12.0,69.0,32.28,23.0,27.56,30.44,74.5,80.3,0.0,0.0,11.4,94.6,39.6,7,17.0,62.0,Moderate,7,5,5,True
2017-07-02,57.0,47.0,28.0,62.0,10.0,62.0,32.72,24.67,29.0,33.11,75.3,75.8,0.0,0.0,12.4,96.0,40.6,8,20.5,60.0,Moderate,7,6,6,True
2017-07-03,51.0,46.0,28.0,60.0,10.0,60.0,32.72,25.61,29.17,33.78,76.1,77.1,0.0,0.0,11.1,87.0,49.5,7,17.7,85.0,Moderate,7,0,0,False
2017-07-04,65.0,47.0,31.0,85.0,11.0,85.0,34.06,26.0,29.22,33.33,75.6,75.4,0.0,0.0,11.4,93.0,53.0,8,19.3,86.0,Moderate,7,1,1,False
2017-07-05,70.0,47.0,29.0,86.0,14.0,86.0,33.06,26.0,29.06,32.94,74.7,74.0,0.003,4.17,9.7,68.9,56.0,8,17.8,93.0,Moderate,7,2,2,False
2017-07-06,59.0,49.0,33.0,93.0,18.0,93.0,31.72,24.61,28.17,30.78,72.7,72.7,0.004,4.17,7.8,35.5,52.9,7,18.0,143.0,Unhealthy,7,3,3,False
2017-07-07,118.0,49.0,45.0,143.0,18.0,143.0,32.06,24.28,28.44,31.5,73.7,73.9,0.001,4.17,9.4,9.7,45.9,8,19.0,108.0,Unhealthy,7,4,4,False
2017-07-08,98.0,48.0,70.0,108.0,25.0,108.0,32.72,25.0,28.89,31.78,73.7,72.6,0.0,0.0,7.7,149.1,41.8,7,18.8,93.0,Moderate,7,5,5,True
2017-07-09,62.0,47.0,33.0,93.0,11.0,93.0,31.78,25.0,28.61,32.06,75.0,77.0,0.003,12.5,8.7,309.7,55.0,7,17.8,73.0,Moderate,7,6,6,True
2017-07-10,48.0,47.0,33.0,73.0,11.0,73.0,31.0,24.28,27.72,30.33,75.1,80.8,0.154,8.33,11.4,298.6,58.4,7,16.9,74.0,Moderate,7,0,0,False
2017-07-11,61.0,50.0,19.0,74.0,17.0,74.0,30.83,25.28,28.06,31.0,74.4,77.0,0.515,12.5,8.8,22.5,58.4,7,18.1,92.0,Moderate,7,1,1,False
2017-07-12,53.0,50.0,19.0,92.0,16.0,92.0,30.72,24.0,27.72,30.28,74.5,79.5,0.005,4.17,9.2,268.4,47.1,7,18.4,123.0,Unhealthy,7,2,2,False
2017-07-13,57.0,50.0,39.0,123.0,18.0,123.0,31.33,25.28,28.22,31.17,74.2,76.4,0.418,4.17,7.1,248.9,56.9,7,17.1,143.0,Unhealthy,7,3,3,False
2017-07-14,78.0,51.0,39.0,143.0,15.0,143.0,31.33,25.0,28.22,31.17,74.3,76.5,0.0,0.0,9.6,99.9,50.0,7,16.8,73.0,Moderate,7,4,4,False
2017-07-15,73.0,49.0,52.0,72.0,19.0,73.0,31.22,25.28,28.22,30.67,72.6,72.3,0.0,0.0,10.4,113.8,48.7,5,12.4,94.0,Moderate,7,5,5,True
2017-07-16,73.0,49.0,44.0,94.0,19.0,94.0,31.0,24.28,27.83,29.72,72.2,73.4,0.0,0.0,8.8,304.0,44.4,8,19.0,120.0,Unhealthy,7,6,6,True
2017-07-17,70.0,50.0,35.0,120.0,14.0,120.0,31.72,24.0,27.94,29.11,68.7,64.8,0.0,0.0,7.8,343.4,48.0,8,20.6,114.0,Unhealthy,7,0,0,False
2017-07-18,94.0,51.0,48.0,114.0,21.0,114.0,30.72,25.0,27.56,29.56,71.7,72.5,0.0,0.0,10.3,131.7,58.5,4,9.4,153.0,Unhealthy,7,1,1,False
2017-07-19,89.0,51.0,41.0,153.0,19.0,153.0,32.06,24.0,27.67,30.0,74.5,79.6,0.008,4.17,9.2,63.3,49.0,7,18.9,122.0,Unhealthy,7,2,2,False
2017-07-20,76.0,49.0,39.0,122.0,19.0,122.0,32.0,24.28,27.72,30.22,74.9,80.4,3.091,4.17,10.4,29.4,49.6,8,19.6,145.0,Unhealthy,7,3,3,False
2017-07-21,66.0,48.0,32.0,145.0,21.0,145.0,31.0,25.0,27.78,30.44,75.1,80.4,0.001,4.17,9.3,66.9,62.2,8,19.9,155.0,Unhealthy,7,4,4,False
2017-07-22,71.0,50.0,39.0,155.0,19.0,155.0,33.17,25.0,28.17,31.17,75.3,79.4,0.004,4.17,11.4,111.4,55.0,8,19.3,91.0,Moderate,7,5,5,True
2017-07-23,67.0,49.0,33.0,91.0,14.0,91.0,31.61,26.0,27.83,30.56,74.9,79.7,0.0,0.0,6.9,202.8,55.4,7,17.0,94.0,Moderate,7,6,6,True
2017-07-24,75.0,50.0,40.0,94.0,19.0,94.0,31.72,25.61,28.44,31.78,74.5,75.8,0.002,8.33,8.1,8.0,53.9,8,18.0,108.0,Unhealthy,7,0,0,False
2017-07-25,71.0,50.0,35.0,108.0,17.0,108.0,32.39,25.28,28.5,30.06,70.4,67.3,0.002,4.17,11.2,99.7,49.2,9,20.0,94.0,Moderate,7,1,1,False
2017-07-26,70.0,51.0,42.0,94.0,18.0,94.0,33.83,24.0,28.5,29.39,67.8,61.4,0.0,0.0,14.2,108.1,46.0,9,21.9,118.0,Unhealthy,7,2,2,False
2017-07-27,65.0,50.0,38.0,118.0,15.0,118.0,32.72,24.0,28.22,30.11,72.0,71.4,0.0,0.0,10.4,88.0,44.8,9,20.7,94.0,Moderate,7,3,3,False
2017-07-28,58.0,50.0,35.0,94.0,15.0,94.0,32.72,25.0,28.5,31.11,73.6,73.8,0.0,0.0,11.1,80.3,55.0,9,19.8,71.0,Moderate,7,4,4,False
2017-07-29,50.0,50.0,31.0,71.0,12.0,71.0,34.06,25.28,28.28,31.06,75.0,78.2,0.005,4.17,11.0,137.6,59.3,7,16.1,88.0,Moderate,7,5,5,True
2017-07-30,61.0,37.0,38.0,88.0,17.0,88.0,33.11,24.0,28.56,31.83,74.8,76.7,0.002,4.17,11.1,105.9,45.4,8,20.5,123.0,Unhealthy,7,6,6,True
2017-07-31,53.0,30.0,32.0,123.0,12.0,123.0,32.72,25.28,29.17,33.67,75.8,76.2,0.001,4.17,8.4,269.5,51.0,8,19.7,76.0,Moderate,7,0,0,False
